row_index,id,normalized_text,exact_duplicate_flag,exact_duplicate_label_if_any,exact_duplicate_count,exact_duplicate_ids,exact_duplicate_labels,near_duplicate_099_flag,near_duplicate_099_label_if_any,near_duplicate_099_similarity,near_duplicate_id,split,fold
436,325,"we need five- no, make that six copies of the report, please",0,-1,0,,,0,-1,0.2608695652173913,,train_oof,1
439,317,"can you send this to daniel- oh wait, i meant david in marketing",0,-1,0,,,0,-1,0.5606060606060606,,train_oof,1
442,1523,she finished writing her novel... just before the submission deadline,0,-1,0,,,0,-1,0.5467625899280576,,train_oof,1
460,39,"actually, i was about to call a taxi when i realized",0,-1,0,,,0,-1,0.37333333333333335,,train_oof,1
464,869,my yaar was telling me something bout how the situation,0,-1,0,,,0,-1,0.5233644859813084,,train_oof,1
468,1420,we were in the middle of the game when something about,0,-1,0,,,0,-1,0.45714285714285713,,train_oof,1
469,841,your girl really said sayonara and blocked me everywhere,0,-1,0,,,0,-1,0.234375,,train_oof,1
475,797,man's really pulled up like konnichiwa y'all and left straight away,0,-1,0,,,0,-1,0.53125,,train_oof,1
480,372,run the script with python 2- i mean python 3.8 or higher,0,-1,0,,,0,-1,0.22429906542056074,,train_oof,1
481,1314,"can someone explain why the-- oh, i found the documentation you shared",0,-1,0,,,0,-1,0.3384615384615385,,train_oof,1
484,1551,the training program successfully prepared... fifteen new certified instructors,0,-1,0,,,0,-1,0.2978723404255319,,train_oof,1
487,1367,"yes, please book the tr8431 train. thank you",0,-1,0,,,0,-1,0.5753424657534246,,train_oof,1
491,439,geez how do people even manage to deal with all the,0,-1,0,,,0,-1,0.45544554455445546,,train_oof,1
492,1772,when discussing the new policy dont you wonder whether,0,-1,0,,,0,-1,0.3185840707964602,,train_oof,1
496,457,"oh my goodness, that was the most delicious pasta i've ever tasted",0,-1,0,,,0,-1,0.4251968503937008,,train_oof,1
499,1492,advanced robotics technology enables wait let me explain precise surgical procedures,0,-1,0,,,0,-1,0.31343283582089554,,train_oof,1
502,1541,the historical documents revealed... a completely different version of events,0,-1,0,,,0,-1,0.3880597014925373,,train_oof,1
503,1099,can you remember our context? our previous context from this session,0,-1,0,,,0,-1,0.46875,,train_oof,1
504,1888,"this new framework is much more efficient, isn't it",0,-1,0,,,0,-1,0.34375,,train_oof,1
522,416,oh my goodness that sunset over the beach was absolutely breathtaking,0,-1,0,,,0,-1,0.4810126582278481,,train_oof,1
525,1181,can you tell me where the i found the missing files in the backup folder,0,-1,0,,,0,-1,0.6944444444444444,,train_oof,1
539,146,"no, that's all i need today. i appreciate your help",0,-1,0,,,0,-1,0.6851851851851852,,train_oof,1
542,165,meeting you has changed everything and made my whole world brighter,0,-1,0,,,0,-1,0.3333333333333333,,train_oof,1
558,1162,do you know if anyone has i already updated the project timeline,1,1,1,1205,1,1,1,1.0,1205,train_oof,1
568,635,still got some questions about city centre though maybe we can,0,-1,0,,,0,-1,0.4666666666666667,,train_oof,1
570,1343,"should we invite the group to-- perfect, i notice you created the event already",0,-1,0,,,0,-1,0.4605263157894737,,train_oof,1
572,1061,price does not matter,0,-1,0,,,0,-1,0.8717948717948718,,train_oof,1
576,668,not really sure because i have to,0,-1,0,,,0,-1,0.3620689655172414,,train_oof,1
577,201,when when i tried to to explain the problem they just kept um kept,0,-1,0,,,0,-1,0.65625,,train_oof,1
581,1470,i am not sure of the type of food but could you please check again and see if you can find it? thank you,0,-1,0,,,0,-1,0.27058823529411763,,train_oof,1
595,1548,the research team discovered... a previously unknown species of butterfly,0,-1,0,,,0,-1,0.3458646616541353,,train_oof,1
597,809,she's acting all extra y todo just because she got that promotion,0,-1,0,,,0,-1,0.18181818181818182,,train_oof,1
598,413,"no, that is all for now",0,-1,0,,,0,-1,0.8260869565217391,,train_oof,1
608,1065,what's in the combo meal? the lunch combo meal for $15.99,0,-1,0,,,0,-1,0.2692307692307692,,train_oof,1
620,295,i think john no james is the one who handles the uh technical support requests,0,-1,0,,,0,-1,0.3698630136986301,,train_oof,1
631,1955,she definitely knows about the surprise party doesnt she,0,-1,0,,,0,-1,0.52,,train_oof,1
645,1238,is that postcode correct for,0,-1,0,,,0,-1,0.3611111111111111,,train_oof,1
650,1653,"yes, i also need to book a train for monday. can you help me with that",0,-1,0,,,0,-1,0.40860215053763443,,train_oof,1
653,0,leaving from stevenage on,0,-1,0,,,0,-1,0.43636363636363634,,train_oof,1
668,1558,the weather forecast shows that next week... will be perfect for our outdoor event,0,-1,0,,,0,-1,0.6666666666666666,,train_oof,1
669,647,make it for 11:15,0,-1,0,,,0,-1,0.3333333333333333,,train_oof,1
674,789,my mum keeps saying arey beta clean your room it's looking gandi,0,-1,0,,,0,-1,0.49557522123893805,,train_oof,1
688,1353,should we try to reconnect with the old group or maybe we could,0,-1,0,,,0,-1,0.33043478260869563,,train_oof,1
693,240,"the, um, the sunset tonight is just, just breathtaking, i can't look away",0,-1,0,,,0,-1,0.373134328358209,,train_oof,1
694,490,hey wait - that's exactly what i was trying to explain yesterday,0,-1,0,,,0,-1,0.7272727272727273,,train_oof,1
701,211,let me see... no that's all i need. thanks. bye,0,-1,0,,,0,-1,0.44025157232704404,,train_oof,1
712,370,"install version 2.1- hold on, version 2.1.2 specifically",0,-1,0,,,0,-1,0.1774193548387097,,train_oof,1
716,676,price doesn't matter. i would like to book a table for 7 people at 13:00 on sunday,0,-1,0,,,0,-1,0.5833333333333334,,train_oof,1
720,876,mmmph need to stop staying up so late watching shows,0,-1,0,,,0,-1,0.22608695652173913,,train_oof,1
727,745,yes please i would love to join the project team,0,-1,0,,,0,-1,0.5217391304347826,,train_oof,1
735,1424,"did anyone record the score from-- yeah, we won 3-2 in overtime",0,-1,0,,,0,-1,0.2727272727272727,,train_oof,1
739,573,yknow i wasnt gonna say nuthin but that movie was terrible,0,-1,0,,,0,-1,0.34408602150537637,,train_oof,1
756,525,i think it varies sometimes,0,-1,0,,,0,-1,0.4931506849315068,,train_oof,1
757,153,these cookies taste so incredible and the chocolate is just so,0,-1,0,,,0,-1,0.4375,,train_oof,1
758,1383,i started writing a message to my childhood friend but i wasnt sure if,0,-1,0,,,0,-1,0.5899280575539568,,train_oof,1
760,1202,the client wants us to maybe we should implement the new features now,0,-1,0,,,0,-1,0.5538461538461539,,train_oof,1
769,694,hello! i'm looking for some entertainment in the centre please,0,-1,0,,,0,-1,0.6324786324786325,,train_oof,1
776,1587,building 342 requires maintenance on the 3rd floor,0,-1,0,,,0,-1,0.3486238532110092,,train_oof,1
778,659,woulda been nice if somebody told me bout,0,-1,0,,,0,-1,0.23376623376623376,,train_oof,1
785,753,"mhm, okay, i see why everyone voted for that option",1,1,1,778,1,1,1,1.0,778,train_oof,1
786,66,i'd like to leave after 15:15,0,-1,0,,,0,-1,0.6229508196721312,,train_oof,1
798,1716,the performance optimization reduced load times by forty percent,0,-1,0,,,0,-1,0.3969465648854962,,train_oof,1
809,1709,it could be starting at 1:30 though i'm,0,-1,0,,,0,-1,0.3582089552238806,,train_oof,1
812,1091,my device isn't connecting isn't connecting to the network after i tried to,0,-1,0,,,0,-1,0.33557046979865773,,train_oof,1
813,1850,"she's taken over the project management role, hasn't she",0,-1,0,,,0,-1,0.5076923076923077,,train_oof,1
815,316,"the total comes to twenty- sorry, twenty-five dollars and fifty cents",0,-1,0,,,0,-1,0.25742574257425743,,train_oof,1
818,1561,the way the new software handles the... unless im not seeing,0,-1,0,,,0,-1,0.352112676056338,,train_oof,1
819,671,mhm exactly thats what i thought about the new design,0,-1,0,,,0,-1,0.7476635514018691,,train_oof,1
823,1644,not sure about saturday,0,-1,0,,,0,-1,0.8095238095238095,,train_oof,1
824,1346,i wanted to tell them about the time we all went to that place where,0,-1,0,,,0,-1,0.49230769230769234,,train_oof,1
835,1609,goodbye team will send the updates via email,0,-1,0,,,0,-1,0.19444444444444445,,train_oof,1
842,1245,"i also need a restaurant, preferably one that serves portuguese food and is the same price point as my hotel",0,-1,0,,,0,-1,0.4968944099378882,,train_oof,1
845,998,we need to discuss the budget the budget for that new project that,0,-1,0,,,0,-1,0.624113475177305,,train_oof,1
862,662,uh huh right so if i understand correctly about the,0,-1,0,,,0,-1,0.8070175438596491,,train_oof,1
865,278,could you hand me the blue folder no the red one actually the green one on top of the cabinet,0,-1,0,,,0,-1,0.4375,,train_oof,1
867,1130,have you processed my return? my return from invoice #2025-0310,0,-1,0,,,0,-1,0.5289256198347108,,train_oof,1
873,1436,should we warm up before the-- coach posted the routine on the board,0,-1,0,,,0,-1,0.17094017094017094,,train_oof,1
878,724,right got it so thats how were supposed to handle it,1,1,1,688,1,1,1,1.0,688,train_oof,1
881,77,"well i'd leave a bigger tip, but it depends on um",0,-1,0,,,0,-1,0.2857142857142857,,train_oof,1
884,1820,"they're planning to renovate the entire office space, aren't they",0,-1,0,,,0,-1,0.7317073170731707,,train_oof,1
885,1842,gonna head out bye just need to know if,0,-1,0,,,0,-1,0.14285714285714285,,train_oof,1
886,1556,and the train code is 2a something right,0,-1,0,,,0,-1,0.5168539325842697,,train_oof,1
887,879,huff phew that was such an intense workout session,0,-1,0,,,0,-1,0.23333333333333334,,train_oof,1
896,1696,the spring festival committee needs volunteers for next month's event,0,-1,0,,,0,-1,0.5294117647058824,,train_oof,1
898,552,s'posed to rain later but i dunno for sure,0,-1,0,,,0,-1,0.35714285714285715,,train_oof,1
902,1054,i need to figure out the schedule the schedule for next,1,0,1,1060,0,1,0,1.0,1060,train_oof,1
913,963,hmm do you mind if i borrow your charger for a few minutes,0,-1,0,,,0,-1,0.38461538461538464,,train_oof,1
922,972,can you believe the deadline? the impossible deadline they gave us,0,-1,0,,,0,-1,0.5299145299145299,,train_oof,1
923,1014,"great, thank you",0,-1,0,,,0,-1,0.7441860465116279,,train_oof,1
933,1585,the temperature dropped to -15°c this morning at 6:00 am,0,-1,0,,,0,-1,0.6,,train_oof,1
936,1854,i'm trying to find someplace to visit in town,0,-1,0,,,0,-1,0.45652173913043476,,train_oof,1
944,1062,i'm trying to understand your limitations your limitations when it comes to,0,-1,0,,,0,-1,0.5594405594405595,,train_oof,1
947,44,"i am also looking for an attraction, some type of boat",0,-1,0,,,0,-1,0.7192982456140351,,train_oof,1
955,1415,we need to confirm if the soccer-- joseph already booked the field for us,0,-1,0,,,0,-1,0.3333333333333333,,train_oof,1
959,1263,im not entirely convinced that the current approach is you know how,0,-1,0,,,0,-1,0.40350877192982454,,train_oof,1
978,239,"so i-i was in the middle of presenting when suddenly the, the",0,-1,0,,,0,-1,0.4155844155844156,,train_oof,1
982,1634,and the cherry hinton hall hours are,0,-1,0,,,0,-1,0.49122807017543857,,train_oof,1
984,1510,i would like to arrive by 15:00 in cambridge,0,-1,0,,,0,-1,0.48739495798319327,,train_oof,1
986,893,booking the ashley hotel for um,0,-1,0,,,0,-1,0.46153846153846156,,train_oof,1
1012,16,"well, it depends on what you mean by",0,-1,0,,,0,-1,0.33962264150943394,,train_oof,1
1017,961,the client mentioned something about the timeline the timeline for,0,-1,0,,,0,-1,0.528,,train_oof,1
1040,1828,oh i totally hate it when people just randomly show up and start asking for things without any,0,-1,0,,,0,-1,0.32558139534883723,,train_oof,1
1042,1140,"i'm having issues with billing, with my march billing statement specifically",0,-1,0,,,0,-1,0.4697986577181208,,train_oof,1
1044,427,actually i already submitted the homework assignment yesterday,0,-1,0,,,0,-1,0.3875968992248062,,train_oof,1
1046,111,i need the schedule of the the train going to ely on tuesday,0,-1,0,,,0,-1,0.48695652173913045,,train_oof,1
1048,380,is the table actually,0,-1,0,,,0,-1,0.5555555555555556,,train_oof,1
1049,1929,he usually brings his lunch doesnt he except when,0,-1,0,,,0,-1,0.37894736842105264,,train_oof,1
1059,1368,"could someone help me with the-- thanks, i found the solution in chapter four",0,-1,0,,,0,-1,0.273972602739726,,train_oof,1
1075,776,"ah gotcha, and when they were discussing the way that",0,-1,0,,,0,-1,0.4878048780487805,,train_oof,1
1076,842,and the prices are,0,-1,0,,,0,-1,0.5652173913043478,,train_oof,1
1081,1265,have you seen what happens when the server tries to well it just,0,-1,0,,,0,-1,0.4727272727272727,,train_oof,1
1086,1482,the environmental impact study shows thats not accurate significant improvements in air quality,0,-1,0,,,0,-1,0.39263803680981596,,train_oof,1
1089,761,considering colleges in the north like um maybe looking at,0,-1,0,,,0,-1,0.5581395348837209,,train_oof,1
1095,510,"gosh, it's like every time i try to organize my thoughts about",0,-1,0,,,0,-1,0.48739495798319327,,train_oof,1
1098,292,im trying to remember who was supposed to uh which team member was i mean the person who,0,-1,0,,,0,-1,0.7547169811320755,,train_oof,1
1099,224,"if 16:30 is available, i'll need the reference number, too, please",0,-1,0,,,0,-1,0.49333333333333335,,train_oof,1
1104,837,the professor said tres bien and everyone started laughing,0,-1,0,,,0,-1,0.4496124031007752,,train_oof,1
1105,1817,"we should have ordered more supplies last week, shouldn't we",0,-1,0,,,0,-1,0.5982905982905983,,train_oof,1
1110,1119,where's my tracking information? my shipping tracking from last friday,0,-1,0,,,0,-1,0.4225352112676056,,train_oof,1
1111,749,"mmkay, so if i'm following what you're saying about the",0,-1,0,,,0,-1,0.6990291262135923,,train_oof,1
1112,1718,"actually i am don't need to book a room just yet but can you provide the phone number, postcode, and address",0,-1,0,,,0,-1,0.4722222222222222,,train_oof,1
1128,917,thank you. i am also looking for places to go in the same area as the restaurant,0,-1,0,,,0,-1,0.6388888888888888,,train_oof,1
1129,1024,who's monitoring the alerts? the priority alerts this morning,0,-1,0,,,0,-1,0.416,,train_oof,1
1132,1276,could you possibly check if the i verified the data integrity its all good,0,-1,0,,,0,-1,0.5616438356164384,,train_oof,1
1138,672,yeah yeah okay that clears up the confusion bout timing,1,1,1,714,1,1,1,1.0,714,train_oof,1
1139,712,mhm exactly thats what i thought about the new design,0,-1,0,,,0,-1,0.7476635514018691,,train_oof,1
1140,1404,"can anyone explain how the-- thanks, the ta just posted a video tutorial",0,-1,0,,,0,-1,0.5323741007194245,,train_oof,1
1141,1997,to the kitchen,0,-1,0,,,0,-1,0.3291139240506329,,train_oof,1
1142,1178,i started working on the presentation but then i realized that maybe we should,0,-1,0,,,0,-1,0.7755102040816326,,train_oof,1
1143,508,"ah man, if only i had known earlier about the way that",0,-1,0,,,0,-1,0.45714285714285713,,train_oof,1
1152,1339,"do you remember when we used to-- actually, we're meeting for coffee next week",0,-1,0,,,0,-1,0.45714285714285713,,train_oof,1
1166,1801,about that email from marketing isnt it kind of,0,-1,0,,,0,-1,0.40384615384615385,,train_oof,1
1169,1337,have you noticed how some friendships just kind of when you least,0,-1,0,,,0,-1,0.4153846153846154,,train_oof,1
1173,1673,the new farmers market on oak street opens every wednesday morning,0,-1,0,,,0,-1,0.6616541353383458,,train_oof,1
1183,505,"oh right, we need to pick up sarah from the airport at 3 pm",0,-1,0,,,0,-1,0.3055555555555556,,train_oof,1
1189,1952,the weather is really nice today isnt it,0,-1,0,,,0,-1,0.64,,train_oof,1
1192,1003,"the jenkins build is failing, the main branch build since midnight",0,-1,0,,,0,-1,0.368,,train_oof,1
1194,1875,"you're thinking what i'm thinking, aren't you",0,-1,0,,,0,-1,0.6511627906976745,,train_oof,1
1196,716,ah gotcha and then what about when they said,0,-1,0,,,0,-1,0.5,,train_oof,1
1203,1179,hoping you have a wonderful rest of your,0,-1,0,,,0,-1,0.35658914728682173,,train_oof,1
1204,108,the client absolutely loves our latest design proposal,0,-1,0,,,0,-1,0.3356643356643357,,train_oof,1
1211,1823,"we might need to reconsider the timeline, mightn't we, given that",0,-1,0,,,0,-1,0.13559322033898305,,train_oof,1
1212,1174,"fantastic, thank you. that is all i need",0,-1,0,,,0,-1,0.6944444444444444,,train_oof,1
1213,905,the client called about the deadline about the you know the deadline for,0,-1,0,,,0,-1,0.5673758865248227,,train_oof,1
1220,971,"she's looking for her badge, her temporary badge from reception",0,-1,0,,,0,-1,0.375,,train_oof,1
1226,1443,we were practicing the new routine when the whole,0,-1,0,,,0,-1,0.6386554621848739,,train_oof,1
1241,922,"if there are no hotels, a guesthouse would be fine, i suppose",0,-1,0,,,0,-1,0.5192307692307693,,train_oof,1
1242,1199,we were discussing the new features when suddenly the whole thing just,1,0,1,1187,0,1,0,1.0,1187,train_oof,1
1249,115,"current balance due shows $3,567.89 excluding the recent",0,-1,0,,,0,-1,0.45714285714285713,,train_oof,1
1250,1938,the cats already had breakfast hasnt she,0,-1,0,,,0,-1,0.575,,train_oof,1
1254,1815,"i'd like to stay close to the center area, but the hotel should be 3 star",0,-1,0,,,0,-1,0.3125,,train_oof,1
1266,62,"um, so the waiter, like, mentioned a discount but i'm not sure about",0,-1,0,,,0,-1,0.3218390804597701,,train_oof,1
1269,261,that concert last night was mad wicked the crowd was absolutely wildin,0,-1,0,,,0,-1,0.5087719298245614,,train_oof,1
1270,1440,need directions too as well as,0,-1,0,,,0,-1,0.41025641025641024,,train_oof,1
1272,707,okay okay now i see what you meant bout the budget,0,-1,0,,,0,-1,0.5102040816326531,,train_oof,1
1273,1135,the client mentioned something about the delivery date but then they kind of,0,-1,0,,,0,-1,0.3851851851851852,,train_oof,1
1276,186,your order #rt78392 has been shipped to new york,0,-1,0,,,0,-1,0.32558139534883723,,train_oof,1
1280,1719,when i tried to run the test suite it kept failing at,0,-1,0,,,0,-1,0.45217391304347826,,train_oof,1
1284,1421,the championship match was going to-- turns out we're seeded first this year,0,-1,0,,,0,-1,0.32989690721649484,,train_oof,1
1286,157,my new job is exactly what i wanted and the team is absolutely wonderful,0,-1,0,,,0,-1,0.5365853658536586,,train_oof,1
1288,959,"hey, i'm checking about the meeting - the 3pm meeting with finance",0,-1,0,,,0,-1,0.448,,train_oof,1
1289,1993,well basically,0,-1,0,,,0,-1,0.3181818181818182,,train_oof,1
